"ID","INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","UOR_DESC","LEOKA_APPLIES","OFFICER_KILLED","TYPE_OF_ASSIGNMENT","TYPE_OF_ACTIVITY","OFFENSE_CITY","OFFENSE_ZIP"
"7252","80-14-061744","2014-08-17 20:38:00","2014-08-16 18:33:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","735","PARKING LOT / GARAGE","1200 BLOCK LIPPS LN                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","MENTALLY DERANGED","LOUISVILLE","40219"
"7253","80-14-061744","2014-08-17 20:38:00","2014-08-16 18:33:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","735","PARKING LOT / GARAGE","1200 BLOCK LIPPS LN                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","MENTALLY DERANGED","LOUISVILLE","40219"
"7254","80-14-061744","2014-08-17 20:38:00","2014-08-16 18:33:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","735","PARKING LOT / GARAGE","1200 BLOCK LIPPS LN                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","MENTALLY DERANGED","LOUISVILLE","40219"
"7255","80-14-056788","2014-07-30 14:20:00","2014-07-30 14:07:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","134","PARKING LOT / GARAGE","WF - GREAT LAWN                                             ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"7256","80-14-056788","2014-07-30 14:20:00","2014-07-30 14:07:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","134","HIGHWAY / ROAD / ALLEY","WF - GREAT LAWN                                             ","DISARMING A PEACE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"7257","80-12-020485","2012-03-16 12:27:00","2012-03-14 08:30:00","ASSAULT","13B","PART II","COMPLETED","8TH DIVISION","824","RESIDENCE / HOME","200 BLOCK LANARK DELL                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","MENTALLY DERANGED","DRUID_HILLS","40243"
"7258","80-12-020485","2012-03-16 12:27:00","2012-03-14 08:30:00","ASSAULT","13A","PART I","COMPLETED","8TH DIVISION","824","RESIDENCE / HOME","200 BLOCK LANARK DELL                                       ","DISARMING A PEACE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","MENTALLY DERANGED","DRUID_HILLS","40243"
"7259","80-14-046189","2014-06-24 05:30:00","2014-06-24 00:46:00","ASSAULT","13A","PART I","ATTEMPTED","4TH DIVISION","411","OTHER RESIDENCE (APARTMENT/CONDO)","1100 BLOCK S 3RD ST                                         ","DISARMING A PEACE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7260","80-14-046189","2014-06-24 05:30:00","2014-06-24 00:46:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","411","RESIDENCE / HOME","1100 BLOCK S 3RD ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7261","80-14-045409","2014-06-21 02:30:00","2014-06-21 01:00:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","100 BLOCK E SOUTHLAND BLVD                                  ","ASSAULT - 3RD DEGREE (OFFICER TRANSPORTING INMATES)","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"7262","80-14-045409","2014-06-21 02:30:00","2014-06-21 01:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","436","OTHER RESIDENCE (APARTMENT/CONDO)","100 BLOCK E SOUTHLAND BLVD                                  ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"7263","80-12-018903","2012-03-10 23:55:00","2012-03-10 23:55:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","521","OTHER RESIDENCE (APARTMENT/CONDO)","2000 BLOCK BROWNSBORO RD                                    ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40206"
"7264","80-12-018903","2012-03-10 23:55:00","2012-03-10 23:55:00","ASSAULT","13C","PART II","","5TH DIVISION","521","OTHER RESIDENCE (APARTMENT/CONDO)","2000 BLOCK BROWNSBORO RD                                    ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40206"
"7265","80-12-050401","2012-06-23 02:37:00","2012-06-23 02:37:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","435","HIGHWAY / ROAD / ALLEY","WHITMORE AVE / WOODY AVE                                    ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40215"
"7266","80-12-050401","2012-06-23 02:37:00","2012-06-23 02:37:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","435","HIGHWAY / ROAD / ALLEY","WHITMORE AVE / WOODY AVE                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40215"
"7267","80-12-054832","2012-07-11 04:21:00","2012-07-11 03:04:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","521","RESIDENCE / HOME","100 BLOCK STOLL AVE                                         ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40206"
"7268","80-12-054832","2012-07-11 04:21:00","2012-07-11 03:04:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","521","RESIDENCE / HOME","100 BLOCK STOLL AVE                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40206"
"7269","80-12-055373","2012-07-12 19:36:00","2012-07-12 19:36:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","PARKING LOT / GARAGE","BARDSTOWN RD / GRINSTEAD DR                                 ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
"7270","80-12-055373","2012-07-12 19:36:00","2012-07-12 19:36:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","PARKING LOT / GARAGE","BARDSTOWN RD / GRINSTEAD DR                                 ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
"7271","80-14-049964","2014-07-07 03:15:00","2014-07-07 02:15:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","4500 BLOCK EXETER AVE                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"7272","80-14-053066","2014-07-17 13:00:00","2014-07-17 13:00:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","123","OTHER RESIDENCE (APARTMENT/CONDO)","400 BLOCK S 8TH ST                                          ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","ATTEMPTING OTHER ARREST","LOUISVILLE","40203"
"7273","80-14-053066","2014-07-17 13:00:00","2014-07-17 13:00:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","OTHER RESIDENCE (APARTMENT/CONDO)","400 BLOCK S 8TH ST                                          ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","ATTEMPTING OTHER ARREST","LOUISVILLE","40203"
"7274","80-14-048650","2014-07-02 04:59:00","2014-07-02 04:59:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1000 BLOCK DRESDEN AVE                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"7275","80-14-048650","2014-07-02 04:59:00","2014-07-02 04:59:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1000 BLOCK DRESDEN AVE                                      ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"7276","80-10-029913","2010-04-24 22:31:00","2010-04-24 22:31:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","500 BLOCK E ORMSBY AVE                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40203"
"7277","80-10-029018","2010-04-22 03:35:00","2010-04-22 03:35:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","900 BLOCK W MAIN ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40202"
"7278","80-12-093840","2012-11-27 02:43:00","2012-11-27 02:43:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","RESIDENCE / HOME","900 BLOCK CHEROKEE RD                                       ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40204"
"7279","80-12-093840","2012-11-27 02:43:00","2012-11-27 02:43:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","RESIDENCE / HOME","900 BLOCK CHEROKEE RD                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40204"
"7280","80-13-048883","2013-07-02 15:47:00","2013-07-02 15:47:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","234","JAIL / PENITENTARY","3400 BLOCK BOHNE AVE                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40211"
"7281","80-13-048883","2013-07-02 15:47:00","2013-07-02 15:47:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","234","JAIL / PENITENTARY","3400 BLOCK BOHNE AVE                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40211"
"7282","80-13-053179","2013-07-18 00:40:00","2013-07-18 00:40:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 13TH ST / W MUHAMMAD ALI BLVD                             ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","ATTEMPTING OTHER ARREST","LOUISVILLE","40203"
"7283","80-10-032532","2010-05-03 18:28:00","2010-05-03 18:28:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","4300 BLOCK NORENE LN                                        ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LVIL","40219"
"7284","80-10-036130","2010-05-16 02:36:00","2010-05-16 00:26:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","FIELD / WOODS","GREENWOOD RD / SKY BLUE AVE                                 ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LVIL","40258"
"7285","80-10-036640","2010-05-17 20:23:00","2010-05-17 20:00:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","1000 BLOCK W INDIAN TRL                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LVIL","40213"
"7286","80-10-036640","2010-05-17 20:23:00","2010-05-17 20:00:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","1000 BLOCK W INDIAN TRL                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LVIL","40213"
"7287","80-13-040996","2013-06-05 07:31:00","2013-06-05 07:31:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","514","SCHOOL - ELEMENTARY / SECONDARY","3000 BLOCK DUNDEE RD                                        ","ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER)","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40205"
"7288","80-13-040996","2013-06-05 07:31:00","2013-06-05 07:31:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","514","SCHOOL - ELEMENTARY / SECONDARY","3000 BLOCK DUNDEE RD                                        ","TERRORISTIC THREATENING 2ND DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40205"
"7289","80-10-039284","2010-05-26 21:32:00","2010-05-26 21:32:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","600 BLOCK LAMPTON ST                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40203"
"7290","80-10-090915","2010-10-12 13:56:00","2010-10-12 13:50:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","435","PARKING LOT / GARAGE","1400 BLOCK BICKNELL AVE                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40215"
"7291","80-10-090915","2010-10-12 13:56:00","2010-10-12 13:50:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","435","PARKING LOT / GARAGE","1400 BLOCK BICKNELL AVE                                     ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40215"
"7292","80-10-047829","2010-06-19 01:45:00","2010-06-19 01:35:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","RESIDENCE / HOME","900 BLOCK BRENT ST                                          ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40204"
"7293","80-10-047829","2010-06-19 01:45:00","2010-06-19 01:35:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","RESIDENCE / HOME","900 BLOCK BRENT ST                                          ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40204"
"7294","80-10-094650","2010-11-28 05:09:00","2010-11-28 05:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","2700 BLOCK CRITTENDEN DR                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40209"
"7295","80-10-094650","2010-11-28 05:09:00","2010-11-28 05:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","2700 BLOCK CRITTENDEN DR                                    ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40209"
"7296","80-10-094147","2010-11-27 05:27:00","2010-11-27 05:20:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","322","OTHER RESIDENCE (APARTMENT/CONDO)","7100 BLOCK CARDINAL OAKS DR                                 ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40214"
"7297","80-13-078568","2013-10-13 02:27:00","2013-10-13 02:29:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","315","HIGHWAY / ROAD / ALLEY","8000 BLOCK DIXIE HWY                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"7298","80-11-013759","2011-02-24 03:39:00","2011-02-24 03:39:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","4900 BLOCK RUNIC WAY                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"7299","80-11-013759","2011-02-24 03:39:00","2011-02-24 03:39:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","4900 BLOCK RUNIC WAY                                        ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"7300","80-11-013759","2011-02-24 03:39:00","2011-02-24 03:39:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","4900 BLOCK RUNIC WAY                                        ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"7301","80-11-013759","2011-02-24 03:39:00","2011-02-24 03:39:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","4900 BLOCK RUNIC WAY                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"7302","80-11-012667","2011-02-19 11:44:00","2011-02-19 11:44:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","724","HIGHWAY / ROAD / ALLEY","9800 BLOCK TURNPIKE VIEW DR                                 ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40229"
"7303","80-11-003458","2011-01-13 22:28:00","2011-01-13 22:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","S 4TH ST  / W ST CATHERINE ST                               ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7304","80-11-003458","2011-01-13 22:28:00","2011-01-13 22:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","S 4TH ST  / W ST CATHERINE ST                               ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7305","80-11-003458","2011-01-13 22:28:00","2011-01-13 22:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","S 4TH ST  / W ST CATHERINE ST                               ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7306","80-11-003458","2011-01-13 22:28:00","2011-01-13 22:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","S 4TH ST  / W ST CATHERINE ST                               ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7307","80-13-083683","2013-10-30 18:13:00","2013-10-30 18:06:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","2700 BLOCK DUMESNIL ST                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40211"
"7308","80-13-083683","2013-10-30 18:13:00","2013-10-30 18:06:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","2700 BLOCK DUMESNIL ST                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40211"
"7309","80-11-001028","2011-01-04 21:20:00","2011-01-04 21:00:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","1800 BLOCK CARL CT                                          ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40215"
"7310","80-11-001028","2011-01-04 21:20:00","2011-01-04 21:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","1800 BLOCK CARL CT                                          ","TERRORISTIC THREATENING 2ND DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40215"
"7311","80-13-076382","2013-10-05 00:09:00","2013-10-05 00:09:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","521","HIGHWAY / ROAD / ALLEY","1800 BLOCK MELLWOOD AVE                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40206"
"7312","80-13-076382","2013-10-05 00:09:00","2013-10-05 00:09:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","521","HIGHWAY / ROAD / ALLEY","1800 BLOCK MELLWOOD AVE                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40206"
"7313","80-11-022954","2011-03-29 23:55:00","2011-03-29 23:50:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","435","HIGHWAY / ROAD / ALLEY","3900 BLOCK WOODRUFF AVE                                     ","ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40215"
"7314","80-11-022954","2011-03-29 23:55:00","2011-03-29 23:50:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","435","RESIDENCE / HOME","3900 BLOCK WOODRUFF AVE                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40215"
"7315","80-13-087654","2013-11-12 21:47:00","2013-11-12 21:40:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","S 10TH ST / W BROADWAY                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7316","80-11-035237","2011-05-09 23:59:00","2011-05-09 20:48:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","800 BLOCK S 22ND ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40211"
"7317","80-11-035256","2011-05-09 23:59:00","2011-05-09 21:56:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","3100 BLOCK WOODLAND AVE                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40211"
"7318","80-11-035256","2011-05-09 23:59:00","2011-05-09 21:56:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","3100 BLOCK WOODLAND AVE                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40211"
